level_0,level_1,City,Hosp_Name,Hosp_Address,Score,index_x,Account_Num,Acct_Name_Lookup,index_y,Provider_Num,Reimbursement_Name_Lookup
356,2393,1,0,1,2,356,33176,MEDICAL CITY DALLAS_7777 FOREST LANE_DALLAS_TX,2393,811991,MEDICAL CITY DALLAS HOSPITAL_7777 FOREST LANE_DALLAS_TX
2736,2045,1,1,1,3,2736,33155,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER_1648 HUNTINGDON PIKE_MEADOWBROOK_PA,2045,403296,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER_1648 HUNTINGDON PIKE_MEADOWBROOK_PA
3362,859,1,1,1,3,3362,33146,ESKENAZI HEALTH_720 ESKENAZI AVENUE_INDIANAPOLIS_IN,859,620731,ESKENAZI HEALTH_720 ESKENAZI AVENUE_INDIANAPOLIS_IN
5031,1538,1,1,1,3,5031,33126,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY_175 MADISON AVE_MOUNT HOLLY_NJ,1538,703339,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY_175 MADISON AVE_MOUNT HOLLY_NJ
1981,252,1,1,1,3,1981,33112,ARROWHEAD REGIONAL MEDICAL CENTER_400 NORTH PEPPER AVENUE_COLTON_CA,252,729580,ARROWHEAD REGIONAL MEDICAL CENTER_400 NORTH PEPPER AVENUE_COLTON_CA
2225,1354,1,1,1,3,2225,33111,WAYNE GENERAL HOSPITAL_950 MATTHEW DR_WAYNESBORO_MS,1354,645709,WAYNE GENERAL HOSPITAL_950 MATTHEW DR_WAYNESBORO_MS
2080,527,1,0,1,2,2080,33008,ADVENTHEALTH PALM COAST_60 MEMORIAL MEDICAL PKWY_PALM COAST_FL,527,674445,FLORIDA HOSPITAL FLAGLER_60 MEMORIAL MEDICAL PKWY_PALM COAST_FL
2837,1576,1,1,1,3,2837,32967,NORTHERN NAVAJO MEDICAL CENTER_US HWY 491 NORTH_SHIPROCK_NM,1576,876632,NORTHERN NAVAJO MEDICAL CENTER_US HWY 491 NORTH_SHIPROCK_NM
3072,1193,1,1,1,3,3072,32965,NASHOBA VALLEY MEDICAL CENTER_200 GROTON ROAD_AYER_MA,1193,420897,NASHOBA VALLEY MEDICAL CENTER_200 GROTON ROAD_AYER_MA
3871,758,1,1,1,3,3871,32829,THE UNIVERSITY OF CHICAGO MEDICAL CENTER_5841 SOUTH MARYLAND_CHICAGO_IL,758,149776,THE UNIVERSITY OF CHICAGO MEDICAL CENTER_5841 SOUTH MARYLAND_CHICAGO_IL
864,253,1,1,1,3,864,32806,NATIVIDAD MEDICAL CENTER_1441 CONSTITUTION BOULEVARD_SALINAS_CA,253,252312,NATIVIDAD MEDICAL CENTER_1441 CONSTITUTION BOULEVARD_SALINAS_CA
653,936,1,1,1,3,653,32795,BROADLAWNS MEDICAL CENTER_1801 HICKMAN ROAD_DES MOINES_IA,936,493445,BROADLAWNS MEDICAL CENTER_1801 HICKMAN ROAD_DES MOINES_IA
1843,1221,1,1,1,3,1843,32793,MIDMICHIGAN MEDICAL CENTER - ALPENA_1501 W CHISHOLM ST_ALPENA_MI,1221,798549,MIDMICHIGAN MEDICAL CENTER - ALPENA_1501 W CHISHOLM ST_ALPENA_MI
1669,2127,1,1,1,3,1669,32761,OUR LADY OF FATIMA HOSPITAL_200 HIGH SERVICE AVENUE_NORTH PROVIDENCE_RI,2127,406681,OUR LADY OF FATIMA HOSPITAL_200 HIGH SERVICE AVENUE_NORTH PROVIDENCE_RI
3099,1921,1,1,1,3,3099,32728,GREAT PLAINS REGIONAL MEDICAL CENTER_1801 WEST 3RD STREET_ELK CITY_OK,1921,779056,GREAT PLAINS REGIONAL MEDICAL CENTER_1801 WEST 3RD STREET_ELK CITY_OK
3243,2501,1,1,1,3,3243,32716,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER_8260 ATLEE ROAD_MECHANICSVILLE_VA,2501,855950,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER_8260 ATLEE ROAD_MECHANICSVILLE_VA
1532,2267,1,1,1,3,1532,32680,HOUSTON COUNTY COMMUNITY HOSPITAL_5001 EAST MAIN STREET_ERIN_TN,2267,121286,HOUSTON COUNTY COMMUNITY HOSPITAL_5001 EAST MAIN STREET_ERIN_TN
768,2626,1,0,1,2,768,32571,AURORA MEDICAL CENTER BURLINGTON_252 MCHENRY ST_BURLINGTON_WI,2626,464997,AURORA MEMORIAL HOSPITAL BURLINGTON_252 MCHENRY ST_BURLINGTON_WI
1387,354,1,0,1,2,1387,32527,MEMORIALCARE ORANGE COAST MEDICAL CENTER_9920 TALBERT AVENUE_FOUNTAIN VALLEY_CA,354,341210,ORANGE COAST MEMORIAL MEDICAL CENTER_9920 TALBERT AVENUE_FOUNTAIN VALLEY_CA
1771,1262,1,1,1,3,1771,32495,ST JOSEPH MERCY HOSPITAL_5301 E HURON RIVER DR_ANN ARBOR_MI,1262,651345,ST JOSEPH MERCY HOSPITAL_5301 E HURON RIVER DR_ANN ARBOR_MI
2704,37,1,1,1,3,2704,32492,PROVIDENCE HOSPITAL_6801 AIRPORT BOULEVARD_MOBILE_AL,37,443159,PROVIDENCE HOSPITAL_6801 AIRPORT BOULEVARD_MOBILE_AL
3997,353,1,1,1,3,3997,32455,KAISER FOUNDATION HOSP SO SACRAMENTO_6600 BRUCEVILLE ROAD_SACRAMENTO_CA,353,704142,KAISER FOUNDATION HOSP SO SACRAMENTO_6600 BRUCEVILLE ROAD_SACRAMENTO_CA
3203,2110,1,0,1,2,3203,32388,UPMC PINNACLE HANOVER_300 HIGHLAND AVE_HANOVER_PA,2110,888840,HANOVER HOSPITAL_300 HIGHLAND AVE_HANOVER_PA
2519,585,1,1,1,3,2519,32310,CAPITAL REGIONAL MEDICAL CENTER_2626 CAPITAL MEDICAL BLVD_TALLAHASSEE_FL,585,714756,CAPITAL REGIONAL MEDICAL CENTER_2626 CAPITAL MEDICAL BLVD_TALLAHASSEE_FL
2174,1914,1,1,1,3,2174,32283,ALLIANCEHEALTH PONCA CITY_1900 NORTH 14TH STREET_PONCA CITY_OK,1914,635919,ALLIANCEHEALTH PONCA CITY_1900 NORTH 14TH STREET_PONCA CITY_OK
5208,2445,1,1,1,3,5208,32249,BAYLOR REGIONAL MEDICAL CENTER AT PLANO_4700 ALLIANCE BOULEVARD_PLANO_TX,2445,383188,BAYLOR REGIONAL MEDICAL CENTER AT PLANO_4700 ALLIANCE BOULEVARD_PLANO_TX
5315,642,1,1,1,3,5315,32213,WELLSTAR KENNESTONE HOSPITAL_677 CHURCH STREET_MARIETTA_GA,642,858701,WELLSTAR KENNESTONE HOSPITAL_677 CHURCH STREET_MARIETTA_GA
5111,477,1,1,1,3,5111,32191,NORTH SHORE MEDICAL CENTER_1100 NW 95TH ST_MIAMI_FL,477,351238,NORTH SHORE MEDICAL CENTER_1100 NW 95TH ST_MIAMI_FL
5144,889,1,1,1,3,5144,32147,PARKVIEW HUNTINGTON HOSPITAL_2001 STULTS RD_HUNTINGTON_IN,889,377657,PARKVIEW HUNTINGTON HOSPITAL_2001 STULTS RD_HUNTINGTON_IN
377,1530,1,1,1,3,377,32067,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL_ONE CAPITAL WAY_PENNINGTON_NJ,1530,120032,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL_ONE CAPITAL WAY_PENNINGTON_NJ
2808,1893,1,0,1,2,2808,32003,MADISON HEALTH_210 NORTH MAIN STREET_LONDON_OH,1893,448304,MADISON COUNTY HOSPITAL INC_210 NORTH MAIN STREET_LONDON_OH
2312,1544,1,1,1,3,2312,31975,JERSEY SHORE UNIVERSITY MEDICAL CENTER_1945 RTE 33_NEPTUNE_NJ,1544,482261,JERSEY SHORE UNIVERSITY MEDICAL CENTER_1945 RTE 33_NEPTUNE_NJ
2005,148,1,1,1,3,2005,31941,"ARKANSAS HEART HOSPITAL, LLC_1701 S SHACKLEFORD ROAD_LITTLE ROCK_AR",148,569988,"ARKANSAS HEART HOSPITAL, LLC_1701 S SHACKLEFORD ROAD_LITTLE ROCK_AR"
1287,1853,1,0,1,2,1287,31883,MERCY HEALTH - SPRINGFIELD REGIONAL MEDICAL CENTER_100 MEDICAL CENTER DRIVE_SPRINGFIELD_OH,1853,873933,SPRINGFIELD REGIONAL MEDICAL CENTER_100 MEDICAL CENTER DRIVE_SPRINGFIELD_OH
1904,832,1,1,1,3,1904,31869,LOYOLA UNIVERSITY MEDICAL CENTER_2160 S 1ST AVENUE_MAYWOOD_IL,832,466313,LOYOLA UNIVERSITY MEDICAL CENTER_2160 S 1ST AVENUE_MAYWOOD_IL
3681,2089,1,1,1,3,3681,31859,HIGHLANDS HOSPITAL_401 EAST MURPHY AVENUE_CONNELLSVILLE_PA,2089,533876,HIGHLANDS HOSPITAL_401 EAST MURPHY AVENUE_CONNELLSVILLE_PA
1436,1181,1,1,1,3,1436,31829,MERCY MEDICAL CTR_271 CAREW STREET_SPRINGFIELD_MA,1181,698002,MERCY MEDICAL CTR_271 CAREW STREET_SPRINGFIELD_MA
1976,973,1,1,1,3,1976,31780,WESTERN PLAINS MEDICAL COMPLEX_3001 AVENUE A_DODGE CITY_KS,973,504071,WESTERN PLAINS MEDICAL COMPLEX_3001 AVENUE A_DODGE CITY_KS
4862,2655,1,1,1,3,4862,31722,FROEDTERT MEMORIAL LUTHERAN HOSPITAL_9200 W WISCONSIN AVE_MILWAUKEE_WI,2655,647919,FROEDTERT MEMORIAL LUTHERAN HOSPITAL_9200 W WISCONSIN AVE_MILWAUKEE_WI
614,2140,1,1,1,3,614,31697,CAROLINA PINES REGIONAL MEDICAL CENTER_1304 W BOBO NEWSOM HWY_HARTSVILLE_SC,2140,658364,CAROLINA PINES REGIONAL MEDICAL CENTER_1304 W BOBO NEWSOM HWY_HARTSVILLE_SC
1992,1612,1,1,1,3,1992,31696,SISTERS OF CHARITY HOSPITAL_2157 MAIN STREET_BUFFALO_NY,1612,565118,SISTERS OF CHARITY HOSPITAL_2157 MAIN STREET_BUFFALO_NY
1786,741,1,1,1,3,1786,31610,GOOD SAMARITAN REGIONAL HLTH CENTER_1 GOOD SAMARITAN WAY_MOUNT VERNON_IL,741,578042,GOOD SAMARITAN REGIONAL HLTH CENTER_1 GOOD SAMARITAN WAY_MOUNT VERNON_IL
1502,520,1,0,1,2,1502,31603,CLEVELAND CLINIC INDIAN RIVER HOSPITAL_1000 36TH ST_VERO BEACH_FL,520,586607,INDIAN RIVER MEDICAL CENTER_1000 36TH ST_VERO BEACH_FL
816,1408,1,1,1,3,816,31559,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS_6420 CLAYTON RD_RICHMOND HEIGHTS_MO,1408,131026,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS_6420 CLAYTON RD_RICHMOND HEIGHTS_MO
4180,2046,1,1,1,3,4180,31556,LANCASTER GENERAL HOSPITAL_555 NORTH DUKE STREET_LANCASTER_PA,2046,668553,LANCASTER GENERAL HOSPITAL_555 NORTH DUKE STREET_LANCASTER_PA
806,569,1,1,1,3,806,31546,UNIVERSITY HOSPITAL AND MEDICAL CENTER_7201 N UNIVERSITY DR_TAMARAC_FL,569,135830,UNIVERSITY HOSPITAL AND MEDICAL CENTER_7201 N UNIVERSITY DR_TAMARAC_FL
3118,1449,1,1,1,3,3118,31505,BRYAN MEDICAL CENTER_1600 SOUTH 48TH ST_LINCOLN_NE,1449,722161,BRYAN MEDICAL CENTER_1600 SOUTH 48TH ST_LINCOLN_NE
3303,1199,1,1,1,3,3303,31499,GOOD SAMARITAN MEDICAL CENTER_235 NORTH PEARL STREET_BROCKTON_MA,1199,683779,GOOD SAMARITAN MEDICAL CENTER_235 NORTH PEARL STREET_BROCKTON_MA
351,881,1,1,1,3,351,31481,BLUFFTON REGIONAL MEDICAL CENTER_303 S MAIN ST_BLUFFTON_IN,881,283853,BLUFFTON REGIONAL MEDICAL CENTER_303 S MAIN ST_BLUFFTON_IN
1569,2255,1,0,1,2,1569,31464,INDIAN PATH COMMUNITY HOSPITAL_2000 BROOKSIDE DR_KINGSPORT_TN,2255,383197,INDIAN PATH MEDICAL CENTER_2000 BROOKSIDE DR_KINGSPORT_TN
2606,759,1,1,1,3,2606,31401,MC DONOUGH DISTRICT HOSPITAL_525 EAST GRANT STREET_MACOMB_IL,759,131414,MC DONOUGH DISTRICT HOSPITAL_525 EAST GRANT STREET_MACOMB_IL
526,2129,1,1,1,3,526,31391,RHODE ISLAND HOSPITAL_593 EDDY STREET_PROVIDENCE_RI,2129,880765,RHODE ISLAND HOSPITAL_593 EDDY STREET_PROVIDENCE_RI
4856,1061,1,0,1,2,4856,31384,IBERIA MEDICAL CENTER_2315 E MAIN STREET_NEW IBERIA_LA,1061,733303,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER_2315 E MAIN STREET_NEW IBERIA_LA
1838,1568,1,1,1,3,1838,31378,EASTERN NEW MEXICO MEDICAL CENTER_405 W COUNTRY CLUB ROAD_ROSWELL_NM,1568,435096,EASTERN NEW MEXICO MEDICAL CENTER_405 W COUNTRY CLUB ROAD_ROSWELL_NM
632,931,1,1,1,3,632,31364,MERCY MEDICAL CENTER - CEDAR RAPIDS_701 10TH STREET SE_CEDAR RAPIDS_IA,931,162150,MERCY MEDICAL CENTER - CEDAR RAPIDS_701 10TH STREET SE_CEDAR RAPIDS_IA
2962,1239,1,1,1,3,2962,31347,MCLAREN CENTRAL MICHIGAN_1221 SOUTH DRIVE_MOUNT PLEASANT_MI,1239,476811,MCLAREN CENTRAL MICHIGAN_1221 SOUTH DRIVE_MOUNT PLEASANT_MI
907,91,1,1,1,3,907,31329,ABRAZO SCOTTSDALE CAMPUS_3929 EAST BELL ROAD_PHOENIX_AZ,91,790558,ABRAZO SCOTTSDALE CAMPUS_3929 EAST BELL ROAD_PHOENIX_AZ
3065,1204,1,1,1,3,3065,31312,UMASS MEMORIAL MEDICAL CENTER INC_55 LAKE AVENUE NORTH_WORCESTER_MA,1204,308707,UMASS MEMORIAL MEDICAL CENTER INC_55 LAKE AVENUE NORTH_WORCESTER_MA
2226,1539,1,1,1,3,2226,31275,ST LUKE'S WARREN HOSPITAL_185 ROSEBERRY ST_PHILLIPSBURG_NJ,1539,665955,ST LUKE'S WARREN HOSPITAL_185 ROSEBERRY ST_PHILLIPSBURG_NJ
1281,672,1,1,1,3,1281,31274,EMANUEL MEDICAL CENTER_117 KITE ROAD_SWAINSBORO_GA,672,383375,EMANUEL MEDICAL CENTER_117 KITE ROAD_SWAINSBORO_GA
2334,1597,1,1,1,3,2334,31225,SOUTHSIDE HOSPITAL_301 EAST MAIN STREET_BAY SHORE_NY,1597,356384,SOUTHSIDE HOSPITAL_301 EAST MAIN STREET_BAY SHORE_NY
4438,937,1,0,1,2,4438,31213,TRINITY BETTENDORF_4500 UTICA RIDGE ROAD_BETTENDORF_IA,937,605987,UNITY POINT HEALTH TRINITY_4500 UTICA RIDGE ROAD_BETTENDORF_IA
3745,964,1,1,1,3,3745,31209,MIAMI COUNTY MEDICAL CENTER_2100 BAPTISTE DRIVE_PAOLA_KS,964,599461,MIAMI COUNTY MEDICAL CENTER_2100 BAPTISTE DRIVE_PAOLA_KS
1631,1082,1,1,1,3,1631,31071,BYRD REGIONAL HOSPITAL_1020 FERTITTA BLVD_LEESVILLE_LA,1082,199208,BYRD REGIONAL HOSPITAL_1020 FERTITTA BLVD_LEESVILLE_LA
2338,2189,1,1,1,3,2338,31062,AVERA ST MARY'S HOSPITAL_801 E SIOUX_PIERRE_SD,2189,788310,AVERA ST MARY'S HOSPITAL_801 E SIOUX_PIERRE_SD
4442,2092,1,0,1,2,4442,31000,ST LUKE'S HOSPITAL-GNADEN HUETTEN CAMPUS_211 NORTH 12TH STREET_LEHIGHTON_PA,2092,721262,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS_211 NORTH 12TH STREET_LEHIGHTON_PA
4986,550,1,1,1,3,4986,30999,DESOTO MEMORIAL HOSPITAL_900 N ROBERT AVE_ARCADIA_FL,550,123337,DESOTO MEMORIAL HOSPITAL_900 N ROBERT AVE_ARCADIA_FL
4295,1493,1,1,1,3,4295,30983,FRISBIE MEMORIAL HOSPITAL_11 WHITEHALL ROAD_ROCHESTER_NH,1493,712711,FRISBIE MEMORIAL HOSPITAL_11 WHITEHALL ROAD_ROCHESTER_NH
2081,385,1,1,0,2,2081,30940,NORTH COLORADO MEDICAL CENTER_1801 - 16TH ST_GREELEY_CO,385,856627,NORTH COLORADO MEDICAL CENTER_1801 16TH STREET_GREELEY_CO
2012,2246,1,1,1,3,2012,30933,TENNOVA HEALTHCARE-HARTON_1801 N JACKSON ST BOX 460_TULLAHOMA_TN,2246,686109,TENNOVA HEALTHCARE-HARTON_1801 N JACKSON ST BOX 460_TULLAHOMA_TN
1742,2169,1,1,1,3,1742,30924,HILTON HEAD REGIONAL MEDICAL CENTER_25 HOSPITAL CENTER BLVD_HILTON HEAD ISLAND_SC,2169,669363,HILTON HEAD REGIONAL MEDICAL CENTER_25 HOSPITAL CENTER BLVD_HILTON HEAD ISLAND_SC
500,1746,1,1,1,3,500,30909,UNIVERSITY OF NORTH CAROLINA HOSPITAL_101 MANNING DRIVE_CHAPEL HILL_NC,1746,584022,UNIVERSITY OF NORTH CAROLINA HOSPITAL_101 MANNING DRIVE_CHAPEL HILL_NC
4276,2612,1,0,1,2,4276,30895,FROEDTERT SOUTH - KENOSHA MEDICAL CENTER_6308 EIGHTH AVE_KENOSHA_WI,2612,645495,UNITED HOSPITAL SYSTEM_6308 EIGHTH AVE_KENOSHA_WI
2434,627,1,1,1,3,2434,30843,TANNER MEDICAL CENTER - CARROLLTON_705 DIXIE STREET_CARROLLTON_GA,627,754083,TANNER MEDICAL CENTER - CARROLLTON_705 DIXIE STREET_CARROLLTON_GA
1009,2425,1,1,1,3,1009,30793,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO_6200 W PARKER RD_PLANO_TX,2425,589191,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO_6200 W PARKER RD_PLANO_TX
1399,2383,1,1,1,3,1399,30777,LAKE GRANBURY MEDICAL CENTER_1310 PALUXY RD_GRANBURY_TX,2383,111729,LAKE GRANBURY MEDICAL CENTER_1310 PALUXY RD_GRANBURY_TX
486,891,1,0,1,2,486,30769,ST VINCENT EVANSVILLE_3700 WASHINGTON AVE_EVANSVILLE_IN,891,598490,ST MARY'S MEDICAL CENTER_3700 WASHINGTON AVE_EVANSVILLE_IN
4506,1303,1,1,1,3,4506,30701,LAKE REGION HEALTHCARE CORPORATION_712 SOUTH CASCADE_FERGUS FALLS_MN,1303,738409,LAKE REGION HEALTHCARE CORPORATION_712 SOUTH CASCADE_FERGUS FALLS_MN
3335,1340,1,0,1,2,3335,30665,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY_1105 EARL FRYE BLVD_AMORY_MS,1340,731249,MERIT HEALTH GILMORE MEMORIAL_1105 EARL FRYE BLVD / PO BOX 459_AMORY_MS
3877,1701,1,1,1,3,3877,30654,STRONG MEMORIAL HOSPITAL_601 ELMWOOD AVE_ROCHESTER_NY,1701,191486,STRONG MEMORIAL HOSPITAL_601 ELMWOOD AVE_ROCHESTER_NY
3196,2487,1,1,1,3,3196,30653,INOVA LOUDOUN HOSPITAL_44045 RIVERSIDE PARKWAY_LEESBURG_VA,2487,523336,INOVA LOUDOUN HOSPITAL_44045 RIVERSIDE PARKWAY_LEESBURG_VA
1542,396,1,0,1,2,1542,30651,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS_11650 WEST 2ND PLACE_LAKEWOOD_CO,396,658486,CENTURA HEALTH-ST ANTHONY HOSPITAL_11600 WEST 2ND PLACE_LAKEWOOD_CO
4586,650,1,1,1,3,4586,30637,NORTHEAST GEORGIA MEDICAL CENTER BARROW_316 NORTH BROAD STREET_WINDER_GA,650,612677,NORTHEAST GEORGIA MEDICAL CENTER BARROW_316 NORTH BROAD STREET_WINDER_GA
4801,975,1,1,1,3,4801,30505,MENORAH MEDICAL CENTER_5721 WEST 119TH STREET_OVERLAND PARK_KS,975,613771,MENORAH MEDICAL CENTER_5721 WEST 119TH STREET_OVERLAND PARK_KS
3290,2072,1,1,1,3,3290,30482,MONONGAHELA VALLEY HOSPITAL_1163 COUNTRY CLUB ROAD_MONONGAHELA_PA,2072,263862,MONONGAHELA VALLEY HOSPITAL_1163 COUNTRY CLUB ROAD_MONONGAHELA_PA
1339,1876,1,1,1,3,1339,30465,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER_630 EAST RIVER STREET_ELYRIA_OH,1876,804008,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER_630 EAST RIVER STREET_ELYRIA_OH
557,1808,1,1,1,3,557,30463,UNION HOSPITAL_659 BOULEVARD_DOVER_OH,1808,454904,UNION HOSPITAL_659 BOULEVARD_DOVER_OH
3173,2275,1,1,1,3,3173,30459,CITIZENS MEDICAL CENTER_2701 HOSPITAL DRIVE_VICTORIA_TX,2275,199595,CITIZENS MEDICAL CENTER_2701 HOSPITAL DRIVE_VICTORIA_TX
3601,1468,1,1,1,3,3601,30387,KEARNEY REGIONAL MEDICAL CENTER_804 22ND AVENUE_KEARNEY_NE,1468,510935,KEARNEY REGIONAL MEDICAL CENTER_804 22ND AVENUE_KEARNEY_NE
2333,1562,1,0,1,2,2333,30380,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL_250 OLD HOOK ROAD_WESTWOOD_NJ,1562,287523,HACKENSACK-UMC AT PASCACK VALLEY_250 OLD HOOK ROAD_WESTWOOD_NJ
3705,1420,1,1,1,3,3705,30355,FREEMAN HEALTH SYSTEM - FREEMAN WEST_1102 WEST 32ND STREET_JOPLIN_MO,1420,388587,FREEMAN HEALTH SYSTEM - FREEMAN WEST_1102 WEST 32ND STREET_JOPLIN_MO
3189,796,1,1,1,3,3189,30297,PRESENCE MERCY MEDICAL CENTER_1325 N HIGHLAND AVENUE_AURORA_IL,796,176291,PRESENCE MERCY MEDICAL CENTER_1325 N HIGHLAND AVENUE_AURORA_IL
2414,1881,1,1,1,3,2414,30238,SOUTHWEST GENERAL HEALTH CENTER_18697 BAGLEY ROAD_MIDDLEBURG HEIGHTS_OH,1881,598799,SOUTHWEST GENERAL HEALTH CENTER_18697 BAGLEY ROAD_MIDDLEBURG HEIGHTS_OH
2785,2555,1,1,1,3,2785,30230,HARRISON MEMORIAL HOSPITAL_2520 CHERRY AVENUE_BREMERTON_WA,2555,239181,HARRISON MEMORIAL HOSPITAL_2520 CHERRY AVENUE_BREMERTON_WA
4674,695,1,1,1,3,4674,30219,WELLSTAR NORTH FULTON HOSPITAL_3000 HOSPITAL BOULEVARD_ROSWELL_GA,695,491771,WELLSTAR NORTH FULTON HOSPITAL_3000 HOSPITAL BOULEVARD_ROSWELL_GA
948,1851,1,1,1,3,948,30187,AULTMAN HOSPITAL_2600 SIXTH STREET SW_CANTON_OH,1851,626283,AULTMAN HOSPITAL_2600 SIXTH STREET SW_CANTON_OH
4597,2278,1,1,1,3,4597,30054,LAREDO MEDICAL CENTER_1700 EAST SAUNDERS_LAREDO_TX,2278,116109,LAREDO MEDICAL CENTER_1700 EAST SAUNDERS_LAREDO_TX
1109,1862,1,1,1,3,1109,30022,COSHOCTON REGIONAL MEDICAL CENTER_1460 ORANGE STREET_COSHOCTON_OH,1862,534253,COSHOCTON REGIONAL MEDICAL CENTER_1460 ORANGE STREET_COSHOCTON_OH
2905,1579,1,1,1,3,2905,29949,LEA REGIONAL MEDICAL CENTER_5419 N LOVINGTON HIGHWAY_HOBBS_NM,1579,149910,LEA REGIONAL MEDICAL CENTER_5419 N LOVINGTON HIGHWAY_HOBBS_NM
1440,1535,1,1,1,3,1440,29931,OVERLOOK MEDICAL CENTER_99 BEAUVOIR AVENUE_SUMMIT_NJ,1535,332564,OVERLOOK MEDICAL CENTER_99 BEAUVOIR AVENUE_SUMMIT_NJ
4957,415,1,1,1,3,4957,29929,ST ANTHONY NORTH HEALTH CAMPUS_14300 ORCHARD PKWY_WESTMINSTER_CO,415,401679,ST ANTHONY NORTH HEALTH CAMPUS_14300 ORCHARD PARKWAY_WESTMINSTER_CO
2767,578,1,1,1,3,2767,29880,BRANDON REGIONAL HOSPITAL_119 OAKFIELD DR_BRANDON_FL,578,533421,BRANDON REGIONAL HOSPITAL_119 OAKFIELD DR_BRANDON_FL
2210,1390,1,1,1,3,2210,29866,RESEARCH MEDICAL CENTER_2316 E MEYER BLVD_KANSAS CITY_MO,1390,610242,RESEARCH MEDICAL CENTER_2316 E MEYER BLVD_KANSAS CITY_MO
4072,1240,1,1,1,3,4072,29850,MUNSON HEALTHCARE CADILLAC HOSPITAL_400 HOBART ST_CADILLAC_MI,1240,395630,MUNSON HEALTHCARE CADILLAC HOSPITAL_400 HOBART ST_CADILLAC_MI
5187,2651,1,0,1,2,5187,29759,ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS_5000 W CHAMBERS ST_MILWAUKEE_WI,2651,222549,WHEATON FRANCISCAN - ST JOSEPH_5000 W CHAMBERS ST_MILWAUKEE_WI
2479,2669,1,1,1,3,2479,29752,ST JOHNS MEDICAL CENTER_625 EAST BROADWAY_JACKSON_WY,2669,489276,ST JOHNS MEDICAL CENTER_625 EAST BROADWAY_JACKSON_WY
3351,2582,1,1,1,3,3351,29737,ST MARY'S MEDICAL CENTER_2900 1ST AVENUE_HUNTINGTON_WV,2582,177880,ST MARY'S MEDICAL CENTER_2900 1ST AVENUE_HUNTINGTON_WV
2957,720,1,1,1,3,2957,29735,EASTERN IDAHO REGIONAL MEDICAL CENTER_3100 CHANNING WAY_IDAHO FALLS_ID,720,383031,EASTERN IDAHO REGIONAL MEDICAL CENTER_3100 CHANNING WAY_IDAHO FALLS_ID
2887,943,1,1,1,3,2887,29656,ST LUKES REGIONAL MEDICAL CENTER_2720 STONE PARK BOULEVARD_SIOUX CITY_IA,943,334333,ST LUKES REGIONAL MEDICAL CENTER_2720 STONE PARK BOULEVARD_SIOUX CITY_IA
2410,330,1,1,1,3,2410,29653,MEMORIAL HOSPITAL LOS BANOS_520 WEST I ST_LOS BANOS_CA,330,124586,MEMORIAL HOSPITAL LOS BANOS_520 WEST I ST_LOS BANOS_CA
4407,152,1,1,1,3,4407,29646,ST JOSEPH HOSPITAL_2700 DOLBEER ST_EUREKA_CA,152,803181,ST JOSEPH HOSPITAL_2700 DOLBEER ST_EUREKA_CA
4987,247,1,0,1,2,4987,29604,ADVENTIST HEALTH SIMI VALLEY_2975 N SYCAMORE DR_SIMI VALLEY_CA,247,119432,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES_2975 N SYCAMORE DR_SIMI VALLEY_CA
4065,1271,1,1,1,3,4065,29602,OAKLAWN HOSPITAL_200 N MADISON_MARSHALL_MI,1271,277689,OAKLAWN HOSPITAL_200 N MADISON_MARSHALL_MI
4005,1194,1,1,1,3,4005,29535,SOUTH SHORE HOSPITAL_55 FOGG ROAD_SOUTH WEYMOUTH_MA,1194,734354,SOUTH SHORE HOSPITAL_55 FOGG ROAD_SOUTH WEYMOUTH_MA
5072,2348,1,1,1,3,5072,29523,TEXOMA MEDICAL CENTER_5016 S US HIGHWAY 75_DENISON_TX,2348,802433,TEXOMA MEDICAL CENTER_5016 S US HIGHWAY 75_DENISON_TX
1927,7,1,1,1,3,1927,29516,HELEN KELLER MEMORIAL HOSPITAL_1300 SOUTH MONTGOMERY AVENUE_SHEFFIELD_AL,7,227327,HELEN KELLER MEMORIAL HOSPITAL_1300 SOUTH MONTGOMERY AVENUE_SHEFFIELD_AL
